id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
643,Grilled Veggie Skewers,Grill & BBQ,Spanish,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers is a customer favorite.,15.65,5,14.87,718,13,Mild,Keto,4.3,117,Available,No,Yes,https://images.restaurant.com/food/grill_&_bbq/0643.jpg,2024-02-19
644,Grilled Veggie Skewers - Variant 2,Grill & BBQ,Spanish,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers - Variant 2 is a customer favorite.,14.69,15,12.49,527,20,Hot,Low-Carb,4.8,513,Sold Out,No,No,https://images.restaurant.com/food/grill_&_bbq/0644.jpg,2023-12-15
645,Grilled Veggie Skewers - Variant 3,Grill & BBQ,Japanese,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers - Variant 3 is a customer favorite.,14.99,0,14.99,499,15,Hot,Keto,4.8,639,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0645.jpg,2024-01-22
646,Grilled Veggie Skewers - Variant 4,Grill & BBQ,American,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers - Variant 4 is a customer favorite.,14.65,5,13.92,453,42,Hot,Gluten-Free,4.8,371,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0646.jpg,2024-06-11
647,Grilled Veggie Skewers - Variant 5,Grill & BBQ,Spanish,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers - Variant 5 is a customer favorite.,14.47,0,14.47,894,42,Mild,Dairy-Free,4.2,92,Sold Out,No,No,https://images.restaurant.com/food/grill_&_bbq/0647.jpg,2024-08-27
648,Grilled Veggie Skewers - Variant 6,Grill & BBQ,Japanese,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Veggie Skewers - Variant 6 is a customer favorite.,15.95,5,15.15,685,24,None,Vegetarian,4.6,111,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0648.jpg,2024-01-02
649,Mixed Grill Platter,Grill & BBQ,American,Slow-cooked to perfection with our signature dry rub and sauces. Mixed Grill Platter is a customer favorite.,27.28,0,27.28,1007,20,Hot,Low-Carb,4.3,488,Available,Yes,No,https://images.restaurant.com/food/grill_&_bbq/0649.jpg,2024-08-06
650,Mixed Grill Platter - Variant 2,Grill & BBQ,Indian,Slow-cooked to perfection with our signature dry rub and sauces. Mixed Grill Platter - Variant 2 is a customer favorite.,31.97,0,31.97,936,37,Medium,Nut-Free,4.2,545,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0650.jpg,2023-04-05
651,Mixed Grill Platter - Variant 3,Grill & BBQ,Indian,Slow-cooked to perfection with our signature dry rub and sauces. Mixed Grill Platter - Variant 3 is a customer favorite.,27.23,0,27.23,442,25,Hot,Low-Carb,3.9,694,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0651.jpg,2023-09-23
652,Mixed Grill Platter - Variant 4,Grill & BBQ,American,Slow-cooked to perfection with our signature dry rub and sauces. Mixed Grill Platter - Variant 4 is a customer favorite.,28.04,0,28.04,159,40,Mild,Keto,4.4,725,Sold Out,No,Yes,https://images.restaurant.com/food/grill_&_bbq/0652.jpg,2023-08-24
653,Cajun Grilled Shrimp,Grill & BBQ,Indian,Slow-cooked to perfection with our signature dry rub and sauces. Cajun Grilled Shrimp is a customer favorite.,20.52,0,20.52,491,40,None,Gluten-Free,4.5,111,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0653.jpg,2023-05-08
654,Cajun Grilled Shrimp - Variant 2,Grill & BBQ,Japanese,Slow-cooked to perfection with our signature dry rub and sauces. Cajun Grilled Shrimp - Variant 2 is a customer favorite.,21.61,0,21.61,1059,5,Medium,Gluten-Free,4.4,713,Sold Out,No,No,https://images.restaurant.com/food/grill_&_bbq/0654.jpg,2023-05-23
655,Cajun Grilled Shrimp - Variant 3,Grill & BBQ,Indian,Slow-cooked to perfection with our signature dry rub and sauces. Cajun Grilled Shrimp - Variant 3 is a customer favorite.,22.74,10,20.47,345,32,Mild,Halal,4.9,254,Sold Out,Yes,No,https://images.restaurant.com/food/grill_&_bbq/0655.jpg,2024-01-05
656,Cajun Grilled Shrimp - Variant 4,Grill & BBQ,Mexican,Slow-cooked to perfection with our signature dry rub and sauces. Cajun Grilled Shrimp - Variant 4 is a customer favorite.,20.17,5,19.16,1130,16,Mild,Low-Carb,4.8,361,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0656.jpg,2023-06-21
657,Cajun Grilled Shrimp - Variant 5,Grill & BBQ,Mexican,Slow-cooked to perfection with our signature dry rub and sauces. Cajun Grilled Shrimp - Variant 5 is a customer favorite.,22.45,0,22.45,493,21,None,Dairy-Free,4.2,361,Available,Yes,No,https://images.restaurant.com/food/grill_&_bbq/0657.jpg,2024-04-15
658,Grilled Portobello,Grill & BBQ,Spanish,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Portobello is a customer favorite.,14.07,10,12.66,986,11,Mild,Spicy,3.7,626,Available,Yes,No,https://images.restaurant.com/food/grill_&_bbq/0658.jpg,2023-03-09
659,Grilled Portobello - Variant 2,Grill & BBQ,Mexican,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Portobello - Variant 2 is a customer favorite.,17.64,20,14.11,454,33,Medium,Vegan,4.1,662,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0659.jpg,2024-02-26
660,Grilled Portobello - Variant 3,Grill & BBQ,American,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Portobello - Variant 3 is a customer favorite.,16.71,0,16.71,808,5,Mild,Gluten-Free,4.8,565,Available,Yes,No,https://images.restaurant.com/food/grill_&_bbq/0660.jpg,2023-08-24
661,Grilled Portobello - Variant 4,Grill & BBQ,Japanese,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Portobello - Variant 4 is a customer favorite.,14.14,15,12.02,1144,35,Extra Hot,Keto,4.8,385,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0661.jpg,2024-10-12
662,Grilled Portobello - Variant 5,Grill & BBQ,Japanese,Slow-cooked to perfection with our signature dry rub and sauces. Grilled Portobello - Variant 5 is a customer favorite.,16.97,0,16.97,714,8,Medium,Nut-Free,4.9,837,Available,No,No,https://images.restaurant.com/food/grill_&_bbq/0662.jpg,2024-05-22
663,Full English Breakfast,Breakfast,Japanese,A satisfying morning meal to fuel your day. Full English Breakfast is a customer favorite.,13.95,0,13.95,548,5,Medium,Vegan,4.6,107,Available,No,No,https://images.restaurant.com/food/breakfast/0663.jpg,2023-07-02
664,Full English Breakfast - Variant 2,Breakfast,Japanese,A satisfying morning meal to fuel your day. Full English Breakfast - Variant 2 is a customer favorite.,13.23,15,11.25,546,37,None,Halal,4.7,23,Available,No,Yes,https://images.restaurant.com/food/breakfast/0664.jpg,2023-06-30
665,Full English Breakfast - Variant 3,Breakfast,Italian,A satisfying morning meal to fuel your day. Full English Breakfast - Variant 3 is a customer favorite.,14.71,0,14.71,619,24,Hot,Vegan,4.0,31,Available,No,No,https://images.restaurant.com/food/breakfast/0665.jpg,2024-03-15
666,Full English Breakfast - Variant 4,Breakfast,Italian,A satisfying morning meal to fuel your day. Full English Breakfast - Variant 4 is a customer favorite.,13.25,15,11.26,977,43,Medium,Gluten-Free,3.8,672,Available,No,No,https://images.restaurant.com/food/breakfast/0666.jpg,2023-05-21
667,Full English Breakfast - Variant 5,Breakfast,Japanese,A satisfying morning meal to fuel your day. Full English Breakfast - Variant 5 is a customer favorite.,14.15,0,14.15,433,18,Hot,Dairy-Free,4.9,406,Sold Out,No,Yes,https://images.restaurant.com/food/breakfast/0667.jpg,2023-05-23
668,Eggs Benedict,Breakfast,Japanese,A satisfying morning meal to fuel your day. Eggs Benedict is a customer favorite.,15.71,10,14.14,1033,14,Extra Hot,Vegan,4.3,453,Available,No,No,https://images.restaurant.com/food/breakfast/0668.jpg,2023-06-08
669,Eggs Benedict - Variant 2,Breakfast,Italian,A satisfying morning meal to fuel your day. Eggs Benedict - Variant 2 is a customer favorite.,14.27,0,14.27,788,8,Mild,None,3.7,437,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0669.jpg,2024-10-24
670,Eggs Benedict - Variant 3,Breakfast,American,A satisfying morning meal to fuel your day. Eggs Benedict - Variant 3 is a customer favorite.,12.34,0,12.34,936,21,None,None,4.9,126,Available,No,No,https://images.restaurant.com/food/breakfast/0670.jpg,2023-11-13
671,Eggs Benedict - Variant 4,Breakfast,Turkish,A satisfying morning meal to fuel your day. Eggs Benedict - Variant 4 is a customer favorite.,14.47,5,13.75,692,35,None,Nut-Free,4.6,802,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0671.jpg,2024-08-01
672,Eggs Benedict - Variant 5,Breakfast,American,A satisfying morning meal to fuel your day. Eggs Benedict - Variant 5 is a customer favorite.,13.36,5,12.69,478,11,None,Gluten-Free,4.9,348,Available,No,No,https://images.restaurant.com/food/breakfast/0672.jpg,2023-01-12
673,French Toast,Breakfast,American,A satisfying morning meal to fuel your day. French Toast is a customer favorite.,11.69,15,9.94,316,9,Extra Hot,Keto,4.7,22,Sold Out,No,Yes,https://images.restaurant.com/food/breakfast/0673.jpg,2024-05-29
674,French Toast - Variant 2,Breakfast,Lebanese,A satisfying morning meal to fuel your day. French Toast - Variant 2 is a customer favorite.,10.74,15,9.13,745,19,Mild,Halal,4.3,209,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0674.jpg,2024-11-02
675,French Toast - Variant 3,Breakfast,Italian,A satisfying morning meal to fuel your day. French Toast - Variant 3 is a customer favorite.,13.17,20,10.54,937,31,Medium,Spicy,4.5,633,Available,No,No,https://images.restaurant.com/food/breakfast/0675.jpg,2023-05-19
676,French Toast - Variant 4,Breakfast,Japanese,A satisfying morning meal to fuel your day. French Toast - Variant 4 is a customer favorite.,13.17,10,11.85,169,25,Mild,Halal,5.0,739,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0676.jpg,2023-11-21
677,French Toast - Variant 5,Breakfast,American,A satisfying morning meal to fuel your day. French Toast - Variant 5 is a customer favorite.,13.15,5,12.49,186,27,Medium,Vegan,4.1,582,Sold Out,No,Yes,https://images.restaurant.com/food/breakfast/0677.jpg,2023-12-06
678,French Toast - Variant 6,Breakfast,Japanese,A satisfying morning meal to fuel your day. French Toast - Variant 6 is a customer favorite.,12.33,10,11.1,1088,41,Hot,Halal,5.0,77,Available,No,Yes,https://images.restaurant.com/food/breakfast/0678.jpg,2024-08-12
679,Pancake Stack,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Pancake Stack is a customer favorite.,9.27,0,9.27,586,34,None,Gluten-Free,4.5,615,Available,No,Yes,https://images.restaurant.com/food/breakfast/0679.jpg,2023-08-03
680,Pancake Stack - Variant 2,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Pancake Stack - Variant 2 is a customer favorite.,9.86,0,9.86,792,30,Hot,Vegan,3.9,400,Available,No,Yes,https://images.restaurant.com/food/breakfast/0680.jpg,2024-07-29
681,Pancake Stack - Variant 3,Breakfast,Italian,A satisfying morning meal to fuel your day. Pancake Stack - Variant 3 is a customer favorite.,10.9,0,10.9,571,10,Medium,Low-Carb,4.3,377,Available,No,No,https://images.restaurant.com/food/breakfast/0681.jpg,2023-04-01
682,Pancake Stack - Variant 4,Breakfast,American,A satisfying morning meal to fuel your day. Pancake Stack - Variant 4 is a customer favorite.,11.13,10,10.02,664,35,None,Keto,4.8,92,Available,No,No,https://images.restaurant.com/food/breakfast/0682.jpg,2024-03-22
683,Pancake Stack - Variant 5,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Pancake Stack - Variant 5 is a customer favorite.,9.29,0,9.29,1007,44,Medium,Gluten-Free,4.1,540,Available,No,No,https://images.restaurant.com/food/breakfast/0683.jpg,2023-09-16
684,Pancake Stack - Variant 6,Breakfast,American,A satisfying morning meal to fuel your day. Pancake Stack - Variant 6 is a customer favorite.,10.78,20,8.62,243,6,None,Low-Carb,4.6,636,Available,No,Yes,https://images.restaurant.com/food/breakfast/0684.jpg,2024-02-01
685,Avocado Eggs on Toast,Breakfast,Turkish,A satisfying morning meal to fuel your day. Avocado Eggs on Toast is a customer favorite.,11.76,0,11.76,1044,33,Extra Hot,Gluten-Free,4.6,573,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0685.jpg,2023-04-28
686,Avocado Eggs on Toast - Variant 2,Breakfast,Japanese,A satisfying morning meal to fuel your day. Avocado Eggs on Toast - Variant 2 is a customer favorite.,13.31,15,11.31,699,29,Extra Hot,Gluten-Free,4.5,48,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0686.jpg,2023-11-30
687,Avocado Eggs on Toast - Variant 3,Breakfast,Italian,A satisfying morning meal to fuel your day. Avocado Eggs on Toast - Variant 3 is a customer favorite.,12.88,0,12.88,548,16,Medium,Nut-Free,3.6,708,Available,Yes,No,https://images.restaurant.com/food/breakfast/0687.jpg,2024-04-19
688,Avocado Eggs on Toast - Variant 4,Breakfast,Italian,A satisfying morning meal to fuel your day. Avocado Eggs on Toast - Variant 4 is a customer favorite.,14.27,0,14.27,480,25,Medium,Low-Carb,4.7,468,Available,No,Yes,https://images.restaurant.com/food/breakfast/0688.jpg,2024-10-25
689,Avocado Eggs on Toast - Variant 5,Breakfast,American,A satisfying morning meal to fuel your day. Avocado Eggs on Toast - Variant 5 is a customer favorite.,13.46,5,12.79,279,28,Hot,Halal,4.0,101,Available,No,No,https://images.restaurant.com/food/breakfast/0689.jpg,2024-01-07
690,Omelette du Jour,Breakfast,Turkish,A satisfying morning meal to fuel your day. Omelette du Jour is a customer favorite.,10.36,5,9.84,304,24,None,Keto,3.9,630,Available,No,Yes,https://images.restaurant.com/food/breakfast/0690.jpg,2024-07-27
691,Omelette du Jour - Variant 2,Breakfast,Japanese,A satisfying morning meal to fuel your day. Omelette du Jour - Variant 2 is a customer favorite.,10.56,20,8.45,340,12,Extra Hot,Halal,3.7,666,Available,No,No,https://images.restaurant.com/food/breakfast/0691.jpg,2023-12-03
692,Omelette du Jour - Variant 3,Breakfast,Italian,A satisfying morning meal to fuel your day. Omelette du Jour - Variant 3 is a customer favorite.,11.67,5,11.09,567,32,Hot,Gluten-Free,3.5,316,Available,No,Yes,https://images.restaurant.com/food/breakfast/0692.jpg,2023-09-04
693,Omelette du Jour - Variant 4,Breakfast,Italian,A satisfying morning meal to fuel your day. Omelette du Jour - Variant 4 is a customer favorite.,10.67,10,9.6,322,35,Hot,Keto,4.7,460,Available,No,No,https://images.restaurant.com/food/breakfast/0693.jpg,2023-12-20
694,Acai Bowl,Breakfast,American,A satisfying morning meal to fuel your day. Acai Bowl is a customer favorite.,12.09,0,12.09,949,16,Medium,Keto,3.5,630,Available,Yes,Yes,https://images.restaurant.com/food/breakfast/0694.jpg,2024-07-05
695,Acai Bowl - Variant 2,Breakfast,American,A satisfying morning meal to fuel your day. Acai Bowl - Variant 2 is a customer favorite.,12.4,0,12.4,393,38,Hot,Gluten-Free,4.3,834,Available,No,Yes,https://images.restaurant.com/food/breakfast/0695.jpg,2023-07-03
696,Acai Bowl - Variant 3,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Acai Bowl - Variant 3 is a customer favorite.,11.02,5,10.47,470,9,Medium,Gluten-Free,4.6,750,Available,Yes,Yes,https://images.restaurant.com/food/breakfast/0696.jpg,2024-10-08
697,Acai Bowl - Variant 4,Breakfast,Italian,A satisfying morning meal to fuel your day. Acai Bowl - Variant 4 is a customer favorite.,12.34,0,12.34,1033,29,Mild,Vegan,3.6,189,Available,No,Yes,https://images.restaurant.com/food/breakfast/0697.jpg,2024-05-15
698,Belgian Waffles,Breakfast,Turkish,A satisfying morning meal to fuel your day. Belgian Waffles is a customer favorite.,9.51,20,7.61,293,19,Mild,Vegetarian,3.8,512,Available,No,No,https://images.restaurant.com/food/breakfast/0698.jpg,2023-10-03
699,Belgian Waffles - Variant 2,Breakfast,Japanese,A satisfying morning meal to fuel your day. Belgian Waffles - Variant 2 is a customer favorite.,12.66,5,12.03,440,42,Mild,Halal,4.0,797,Available,No,No,https://images.restaurant.com/food/breakfast/0699.jpg,2024-05-14
700,Belgian Waffles - Variant 3,Breakfast,Turkish,A satisfying morning meal to fuel your day. Belgian Waffles - Variant 3 is a customer favorite.,12.29,0,12.29,422,24,Medium,Gluten-Free,4.9,372,Available,Yes,No,https://images.restaurant.com/food/breakfast/0700.jpg,2023-01-10
701,Breakfast Burrito,Breakfast,Turkish,A satisfying morning meal to fuel your day. Breakfast Burrito is a customer favorite.,11.96,0,11.96,601,45,Extra Hot,Keto,4.8,48,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0701.jpg,2024-02-13
702,Breakfast Burrito - Variant 2,Breakfast,Japanese,A satisfying morning meal to fuel your day. Breakfast Burrito - Variant 2 is a customer favorite.,11.91,0,11.91,730,5,Mild,Low-Carb,3.6,452,Available,Yes,No,https://images.restaurant.com/food/breakfast/0702.jpg,2024-01-31
703,Breakfast Burrito - Variant 3,Breakfast,American,A satisfying morning meal to fuel your day. Breakfast Burrito - Variant 3 is a customer favorite.,12.68,10,11.41,540,10,Hot,Vegetarian,4.1,456,Available,No,No,https://images.restaurant.com/food/breakfast/0703.jpg,2024-11-21
704,Granola Parfait,Breakfast,Turkish,A satisfying morning meal to fuel your day. Granola Parfait is a customer favorite.,8.76,15,7.45,1049,25,Medium,Spicy,4.6,304,Available,No,Yes,https://images.restaurant.com/food/breakfast/0704.jpg,2023-02-28
705,Granola Parfait - Variant 2,Breakfast,Turkish,A satisfying morning meal to fuel your day. Granola Parfait - Variant 2 is a customer favorite.,9.48,20,7.58,1130,18,Extra Hot,Gluten-Free,4.4,664,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0705.jpg,2023-12-25
706,Granola Parfait - Variant 3,Breakfast,Japanese,A satisfying morning meal to fuel your day. Granola Parfait - Variant 3 is a customer favorite.,9.12,20,7.3,313,15,Mild,Gluten-Free,4.8,401,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0706.jpg,2024-05-08
707,Smoked Salmon Bagel,Breakfast,American,A satisfying morning meal to fuel your day. Smoked Salmon Bagel is a customer favorite.,14.68,0,14.68,888,40,Extra Hot,Nut-Free,4.7,738,Available,No,No,https://images.restaurant.com/food/breakfast/0707.jpg,2023-02-20
708,Smoked Salmon Bagel - Variant 2,Breakfast,Turkish,A satisfying morning meal to fuel your day. Smoked Salmon Bagel - Variant 2 is a customer favorite.,13.87,0,13.87,1106,26,None,Halal,4.9,734,Available,Yes,Yes,https://images.restaurant.com/food/breakfast/0708.jpg,2023-05-05
709,Smoked Salmon Bagel - Variant 3,Breakfast,American,A satisfying morning meal to fuel your day. Smoked Salmon Bagel - Variant 3 is a customer favorite.,15.25,0,15.25,232,23,Medium,Vegan,3.9,549,Available,No,No,https://images.restaurant.com/food/breakfast/0709.jpg,2023-04-28
710,Shakshuka,Breakfast,Italian,A satisfying morning meal to fuel your day. Shakshuka is a customer favorite.,13.87,0,13.87,869,21,Extra Hot,Halal,4.5,578,Available,No,Yes,https://images.restaurant.com/food/breakfast/0710.jpg,2024-11-29
711,Shakshuka - Variant 2,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Shakshuka - Variant 2 is a customer favorite.,12.35,0,12.35,1057,40,None,Halal,4.1,541,Available,No,No,https://images.restaurant.com/food/breakfast/0711.jpg,2023-11-19
712,Shakshuka - Variant 3,Breakfast,Japanese,A satisfying morning meal to fuel your day. Shakshuka - Variant 3 is a customer favorite.,12.97,0,12.97,544,34,Extra Hot,Gluten-Free,3.6,806,Available,No,Yes,https://images.restaurant.com/food/breakfast/0712.jpg,2023-02-23
713,Shakshuka - Variant 4,Breakfast,Lebanese,A satisfying morning meal to fuel your day. Shakshuka - Variant 4 is a customer favorite.,13.24,10,11.92,264,24,Medium,Vegan,4.2,670,Sold Out,No,No,https://images.restaurant.com/food/breakfast/0713.jpg,2023-06-10
714,Shakshuka - Variant 5,Breakfast,Italian,A satisfying morning meal to fuel your day. Shakshuka - Variant 5 is a customer favorite.,13.44,5,12.77,391,9,None,Vegetarian,5.0,167,Available,No,No,https://images.restaurant.com/food/breakfast/0714.jpg,2024-06-04
715,Shakshuka - Variant 6,Breakfast,Japanese,A satisfying morning meal to fuel your day. Shakshuka - Variant 6 is a customer favorite.,12.4,0,12.4,870,25,Hot,Vegetarian,3.8,94,Available,No,No,https://images.restaurant.com/food/breakfast/0715.jpg,2023-07-25
716,Club Sandwich,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Club Sandwich is a customer favorite.,13.15,5,12.49,866,18,None,None,4.4,206,Available,No,No,https://images.restaurant.com/food/sandwich/0716.jpg,2023-05-19
717,Club Sandwich - Variant 2,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Club Sandwich - Variant 2 is a customer favorite.,13.1,0,13.1,1064,22,None,Vegan,3.9,553,Available,Yes,No,https://images.restaurant.com/food/sandwich/0717.jpg,2024-02-10
718,Club Sandwich - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Club Sandwich - Variant 3 is a customer favorite.,12.52,0,12.52,928,13,Medium,Gluten-Free,4.8,168,Available,Yes,No,https://images.restaurant.com/food/sandwich/0718.jpg,2024-07-23
719,Club Sandwich - Variant 4,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Club Sandwich - Variant 4 is a customer favorite.,13.6,0,13.6,411,21,None,Keto,3.9,699,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0719.jpg,2023-01-01
720,BLT Sandwich,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. BLT Sandwich is a customer favorite.,11.45,0,11.45,419,38,Hot,Dairy-Free,4.6,850,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0720.jpg,2024-03-01
721,BLT Sandwich - Variant 2,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. BLT Sandwich - Variant 2 is a customer favorite.,11.89,0,11.89,172,17,Mild,Low-Carb,4.6,73,Available,No,No,https://images.restaurant.com/food/sandwich/0721.jpg,2024-05-14
722,BLT Sandwich - Variant 3,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. BLT Sandwich - Variant 3 is a customer favorite.,12.54,5,11.91,333,24,Extra Hot,Vegan,3.6,168,Available,Yes,No,https://images.restaurant.com/food/sandwich/0722.jpg,2024-11-23
723,BLT Sandwich - Variant 4,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. BLT Sandwich - Variant 4 is a customer favorite.,10.5,0,10.5,1178,16,None,Halal,3.9,609,Available,No,No,https://images.restaurant.com/food/sandwich/0723.jpg,2023-08-10
724,BLT Sandwich - Variant 5,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. BLT Sandwich - Variant 5 is a customer favorite.,9.79,20,7.83,845,13,Extra Hot,None,4.0,808,Available,No,No,https://images.restaurant.com/food/sandwich/0724.jpg,2023-02-19
725,Philly Cheesesteak,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Philly Cheesesteak is a customer favorite.,16.53,20,13.22,1099,37,None,Gluten-Free,4.5,466,Available,No,No,https://images.restaurant.com/food/sandwich/0725.jpg,2023-12-04
726,Philly Cheesesteak - Variant 2,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Philly Cheesesteak - Variant 2 is a customer favorite.,16.78,5,15.94,1088,32,None,None,3.7,370,Available,Yes,Yes,https://images.restaurant.com/food/sandwich/0726.jpg,2024-08-07
727,Philly Cheesesteak - Variant 3,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Philly Cheesesteak - Variant 3 is a customer favorite.,14.37,15,12.21,1066,44,None,Vegetarian,3.8,659,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0727.jpg,2023-08-20
728,Philly Cheesesteak - Variant 4,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Philly Cheesesteak - Variant 4 is a customer favorite.,17.4,0,17.4,587,39,Medium,Keto,3.7,38,Available,Yes,No,https://images.restaurant.com/food/sandwich/0728.jpg,2023-04-25
729,Philly Cheesesteak - Variant 5,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Philly Cheesesteak - Variant 5 is a customer favorite.,15.81,20,12.65,504,30,Extra Hot,Gluten-Free,4.3,310,Available,No,No,https://images.restaurant.com/food/sandwich/0729.jpg,2024-02-11
730,Reuben Sandwich,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich is a customer favorite.,14.36,10,12.92,598,17,Mild,Vegetarian,3.7,321,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0730.jpg,2023-10-09
731,Reuben Sandwich - Variant 2,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich - Variant 2 is a customer favorite.,12.58,0,12.58,409,25,Extra Hot,Nut-Free,4.7,57,Available,No,No,https://images.restaurant.com/food/sandwich/0731.jpg,2023-09-09
732,Reuben Sandwich - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich - Variant 3 is a customer favorite.,14.67,20,11.74,1077,9,Medium,Vegetarian,3.6,791,Available,Yes,No,https://images.restaurant.com/food/sandwich/0732.jpg,2023-05-01
733,Reuben Sandwich - Variant 4,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich - Variant 4 is a customer favorite.,14.95,0,14.95,180,43,Hot,Halal,3.8,374,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0733.jpg,2024-10-20
734,Reuben Sandwich - Variant 5,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich - Variant 5 is a customer favorite.,13.65,0,13.65,977,20,Hot,Spicy,4.8,146,Available,No,Yes,https://images.restaurant.com/food/sandwich/0734.jpg,2023-11-28
735,Reuben Sandwich - Variant 6,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Reuben Sandwich - Variant 6 is a customer favorite.,13.08,0,13.08,1025,22,Extra Hot,None,4.0,676,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0735.jpg,2023-04-10
736,Grilled Cheese,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese is a customer favorite.,10.37,0,10.37,1042,36,None,Keto,4.3,85,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0736.jpg,2023-04-15
737,Grilled Cheese - Variant 2,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese - Variant 2 is a customer favorite.,9.65,5,9.17,1066,5,Mild,Halal,4.1,274,Available,No,Yes,https://images.restaurant.com/food/sandwich/0737.jpg,2023-01-01
738,Grilled Cheese - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese - Variant 3 is a customer favorite.,8.07,0,8.07,740,16,Mild,Spicy,4.9,330,Available,Yes,No,https://images.restaurant.com/food/sandwich/0738.jpg,2023-11-25
739,Grilled Cheese - Variant 4,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese - Variant 4 is a customer favorite.,8.35,15,7.1,1111,37,Medium,Dairy-Free,3.5,244,Available,No,Yes,https://images.restaurant.com/food/sandwich/0739.jpg,2024-01-16
740,Grilled Cheese - Variant 5,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese - Variant 5 is a customer favorite.,8.36,20,6.69,365,18,Hot,Low-Carb,4.3,140,Available,No,Yes,https://images.restaurant.com/food/sandwich/0740.jpg,2024-04-12
